SATID, YYDDDHHMMSS_SSS,JDAY,AZ_deg,EL_deg,RANGE_km,RATE_km/sec,AZ_RES_deg,EL_RES_deg,RANGE_RES_km,RATE_RES_km/sec,ASTAT,SENID,
41240,23119073737.257,119.3177923,303.8161,40.3056,1882.424,-4.0545,-0.0087,-0.0071,0.001,-0.0003,1,393, 
41240,23119073747.256,119.3179081,302.6979,41.8481,1842.513,-3.9267,-0.0126,-0.005,-0.0027,0,1,393, 
41240,23119073757.256,119.3180238,301.4645,43.424,1803.921,-3.7903,-0.02,-0.0117,-0.0015,0.0001,1,393, 
41240,23119073807.257,119.3181395,300.1177,45.0442,1766.736,-3.6451,-0.0182,-0.0142,0.0024,-0.0001,1,393, 
41240,23119073817.256,119.3182553,298.6227,46.7064,1731.053,-3.4901,-0.0198,-0.0117,-0.001,-0.0001,1,393, 
41240,23119073827.256,119.318371,296.9622,48.3988,1696.969,-3.3251,-0.0216,-0.0124,-0.0014,0,1,393, 
41240,23119073837.257,119.3184868,295.1133,50.1171,1664.585,-3.1498,-0.022,-0.0149,0.0004,-0.0001,1,393, 
41240,23119073847.256,119.3186025,293.0444,51.8546,1634.008,-2.964,-0.0229,-0.0178,-0.0019,0,1,393, 
41240,23119073857.255,119.3187182,290.7226,53.6054,1605.345,-2.7673,-0.0232,-0.0174,-0.0006,0.0003,1,393, 
41240,23119073907.255,119.318834,288.1102,55.3503,1578.693,-2.5607,-0.0215,-0.0202,-0.0025,-0.0001,1,393, 
41240,23119073937.255,119.3191812,278.0331,60.3874,1511.894,-1.8777,-0.0182,-0.0265,-0.0041,-0.0001,1,393, 
22824,23119075023.154,119.3266569,278.9744,52.0525,991.3731,1.4106,-0.0069,-0.0887,-0.0039,-0.0006,1,393, 
22824,23119075033.153,119.3267726,285.3522,50.667,1007.862,1.8822,-0.0115,-0.0697,-0.002,-0.0004,1,393, 
22824,23119075047.153,119.3269346,293.2341,48.262,1038.592,2.4981,-0.017,-0.0571,-0.0025,0,1,393, 
22824,23119075057.154,119.3270504,298.1042,46.3097,1065.62,2.9019,-0.028,-0.0693,-0.0029,0.0001,1,393, 
22824,23119075107.155,119.3271661,302.4158,44.283,1096.524,3.2735,-0.0242,-0.0574,-0.0047,0.0001,1,393, 
22824,23119075117.154,119.3272819,306.2065,42.2133,1130.983,3.613,-0.0198,-0.0457,0.0003,0.0002,1,393, 
22824,23119075137.155,119.3275134,312.4663,38.0888,1209.297,4.1989,-0.02,-0.0358,-0.0057,0,1,393, 
22824,23119075152.155,119.327687,316.2376,35.1168,1275.096,4.5642,-0.0231,-0.0316,-0.004,0,1,393, 
22824,23119075202.154,119.3278027,318.4082,33.2209,1321.818,4.7765,-0.0224,-0.0296,-0.0003,0,1,393, 
22824,23119075212.156,119.3279185,320.3566,31.4035,1370.553,4.9665,-0.0142,-0.0252,-0.0072,0.0001,1,393, 
22824,23119075222.155,119.3280342,322.1112,29.6715,1421.084,5.1364,-0.0006,-0.015,-0.0002,0.0001,1,393, 
22824,23119075232.155,119.3281499,323.6862,28.0142,1473.222,5.2881,0.0062,-0.0089,0.0026,0.0002,1,393, 
22824,23119075242.156,119.3282657,325.1075,26.4323,1526.794,5.4237,0.0084,-0.0048,-0.0015,0,1,393, 
22824,23119075257.156,119.3284393,326.9895,24.1871,1609.512,5.6007,-0.0003,-0.0099,-0.0039,-0.0001,1,393, 
22824,23119075307.156,119.328555,328.1068,22.7755,1666.044,5.7035,-0.0088,-0.0153,-0.0031,-0.0001,1,393, 
39086,23119083451.282,119.357538,328.9527,18.1555,1846.475,-2.528,0.0054,-0.0102,-0.0032,-0.0006,1,393, 
39086,23119083501.281,119.3576537,326.6445,18.6331,1822.415,-2.2836,-0.0024,-0.007,-0.0016,0,1,393, 
39086,23119083513.281,119.3577926,323.7922,19.154,1796.831,-1.9785,0.0003,-0.0022,0.0007,0,1,393, 
39086,23119083528.281,119.3579662,320.0908,19.7082,1770.124,-1.5795,0.0003,0.0002,0.0014,0,1,393, 
39086,23119083538.281,119.358082,317.5508,20.0156,1755.701,-1.3039,-0.0006,0.0042,0.0014,0.0001,1,393, 
39086,23119083558.281,119.3583134,312.338,20.4386,1735.274,-0.7353,-0.0014,-0.008,0.0006,-0.0001,1,393, 
39086,23119083608.281,119.3584292,309.6859,20.5591,1729.372,-0.4446,-0.0003,-0.0133,0.0008,0,1,393, 
39086,23119083633.282,119.3587185,303.0028,20.5875,1727.417,0.2886,0.0003,-0.0185,0.0021,0.0001,1,393, 
39086,23119083643.281,119.3588343,300.3368,20.4965,1731.763,0.5804,-0.0022,-0.0099,0.0016,-0.0001,1,393, 
39086,23119083653.281,119.35895,297.6947,20.3309,1739.016,0.8694,-0.0033,-0.013,0.0024,0,1,393, 
41335,23119083701.156,119.3590412,17.6593,22.9442,1663.041,4.2277,-0.0181,0.0163,-0.0065,0,1,393, 
41335,23119083711.157,119.3591569,15.6825,21.907,1706.265,4.4146,-0.0117,0.0012,-0.0102,0.0001,1,393, 
39086,23119083713.281,119.3591815,292.5238,19.8252,1762.074,1.4327,-0.0018,-0.0144,0.0024,0,1,393, 
39086,23119083723.281,119.3592972,290.0089,19.4915,1777.765,1.7044,-0.0037,-0.013,0.0016,-0.0001,1,393, 
39086,23119083733.282,119.359413,287.5544,19.1094,1796.137,1.9686,-0.0043,-0.01,0,0.0001,1,393, 
41335,23119083735.157,119.3594347,11.4393,19.4823,1817.057,4.8054,-0.0057,-0.008,-0.0108,-0.0001,1,393, 
41335,23119083745.156,119.3595504,9.8629,18.4963,1865.83,4.9472,-0.0034,-0.0121,-0.0046,0.0003,1,393, 
39086,23119083748.282,119.3595866,283.9974,18.451,1828.534,2.3476,-0.0061,-0.0069,-0.0005,-0.0001,1,393, 
41335,23119083755.206,119.3596667,8.3713,17.5314,1916.212,5.0774,-0.0094,-0.0081,-0.0051,-0.0002,1,393, 
39086,23119083758.374,119.3597034,281.6964,17.9534,1853.461,2.5907,-0.007,-0.0098,-0.001,0.0001,1,393, 
41335,23119083805.207,119.3597825,6.9812,16.5954,1967.598,5.1973,-0.015,0.0007,-0.0068,0.0001,1,393, 
41335,23119083815.207,119.3598982,5.6895,15.6675,2020.126,5.307,-0.0092,-0.0028,-0.0082,-0.0001,1,393, 
41335,23119083825.207,119.360014,4.4725,14.7651,2073.711,5.4081,-0.0082,-0.0016,-0.0067,-0.0001,1,393, 
41335,23119083835.207,119.3601297,3.3288,13.8833,2128.262,5.501,-0.0076,-0.0009,-0.008,0,1,393, 
41335,23119083845.207,119.3602455,2.2543,13.0215,2183.708,5.5865,-0.0061,-0.0013,-0.0047,0.0001,1,393, 
41335,23119083855.208,119.3603612,1.2416,12.1792,2239.969,5.6645,-0.0056,-0.0027,-0.0104,-0.0003,1,393, 
41335,23119083910.158,119.3605342,359.8359,10.9588,2325.467,5.7705,-0.004,-0.004,-0.0069,0.0001,1,393, 
41335,23119083920.158,119.36065,358.9638,10.1654,2383.494,5.8339,-0.0004,-0.0065,-0.0062,0,1,393, 
41335,23119083930.159,119.3607657,358.1355,9.3939,2442.132,5.8925,-0.001,-0.0059,-0.0104,0,1,393, 
41335,23119083940.158,119.3608815,357.3522,8.6391,2501.329,5.9461,-0.0014,-0.007,-0.0045,-0.0001,1,393, 
43476,23119091025.257,119.3822368,6.2708,7.6084,1867.826,-6.863,0.0136,-0.0228,0.0048,-0.0006,1,393, 
43476,23119091037.257,119.3823757,6.8481,8.7366,1785.655,-6.8322,0.0016,-0.0023,0.0073,0.0001,1,393, 
43476,23119091049.256,119.3825145,7.4656,9.916,1703.877,-6.7967,-0.0255,0.001,0.0005,-0.0003,1,393, 
43477,23119091051.081,119.3825357,6.2648,7.9064,1846.982,-6.8607,-0.0011,0.0007,-0.0089,-0.0002,1,393, 
43476,23119091059.256,119.3826303,8.0728,10.9444,1636.088,-6.7613,-0.0054,-0.01,0.0032,-0.0001,1,393, 
43477,23119091101.081,119.3826514,6.7429,8.8429,1778.501,-6.8353,-0.0121,0.0043,-0.0086,-0.0002,1,393, 
43476,23119091109.255,119.382746,8.7163,12.0481,1568.676,-6.7204,-0.0003,-0.0062,-0.003,0,1,393, 
43477,23119091113.081,119.3827903,7.3951,10.023,1696.694,-6.7989,0.0016,0.0006,-0.0044,0.0002,1,393, 
43476,23119091119.255,119.3828617,9.4202,13.2171,1501.705,-6.673,0.0059,-0.0052,-0.0012,0.0001,1,393, 
43477,23119091123.08,119.382906,7.9825,11.0559,1628.877,-6.7639,0.0081,-0.0129,-0.0094,-0.0001,1,393, 
43476,23119091129.256,119.3829775,10.1862,14.4633,1435.244,-6.6182,0.0058,-0.0036,0.0067,-0.0001,1,393, 
43476,23119091139.255,119.3830932,11.0256,15.7984,1369.381,-6.5537,-0.0002,0.001,0.0051,0.0003,1,393, 
43477,23119091143.08,119.3831375,9.311,13.3411,1494.441,-6.6757,0.0131,-0.0129,-0.0085,-0.0002,1,393, 
43476,23119091149.254,119.383209,11.9579,17.2296,1304.207,-6.479,-0.0065,0.0044,-0.0012,0,1,393, 
43476,23119091159.254,119.3833247,13.0022,18.7681,1239.846,-6.391,-0.0113,0.0048,-0.0002,0,1,393, 
43477,23119091203.171,119.38337,10.8922,15.9644,1361.469,-6.5554,-0.0113,0,-0.0091,-0.0002,1,393, 
43476,23119091209.255,119.3834405,14.182,20.4311,1176.443,-6.2874,-0.0123,0.0048,0.01,0.0001,1,393, 
43477,23119091218.079,119.3835426,12.3459,18.1436,1264.581,-6.4382,0.0109,-0.0122,-0.0098,-0.0001,1,393, 
43476,23119091219.338,119.3835572,15.5306,22.2513,1113.65,-6.1639,-0.0144,0.0053,0.0081,-0.0001,1,393, 
43477,23119091228.104,119.3836586,13.4526,19.7697,1200.512,-6.3417,0.0091,-0.0064,-0.0057,0.0002,1,393, 
43476,23119091229.337,119.3836729,17.0686,24.215,1052.717,-6.0183,-0.0095,0.0044,-0.0001,-0.0001,1,393, 
43476,23119091239.337,119.3837886,18.8339,26.3603,993.3846,-5.8441,-0.0132,0.0059,0.0048,0.0001,1,393, 
43477,23119091243.104,119.3838322,15.3985,22.451,1106.666,-6.1639,0.015,-0.0097,-0.0006,0.0001,1,393, 
43476,23119091249.336,119.3839044,20.8918,28.6995,935.9514,-5.6361,-0.0175,0.0025,-0.0025,-0.0003,1,393, 
43477,23119091253.104,119.383948,16.913,24.4416,1045.737,-6.0174,0.0031,-0.0089,-0.0021,-0.0003,1,393, 
43477,23119091303.103,119.3840637,18.6721,26.6167,986.4175,-5.8419,-0.0026,-0.0069,-0.007,-0.0003,1,393, 
43477,23119091313.103,119.3841794,20.7346,28.9955,929.0231,-5.6313,-0.0025,-0.0056,-0.0045,0,1,393, 
43477,23119091323.103,119.3842952,23.1686,31.5968,873.9386,-5.378,-0.005,-0.0049,-0.0038,-0.0001,1,393, 
41240,23119093032.161,119.3962056,296.214,11.0896,3307.078,-3.3274,-0.0154,-0.0538,0.0076,-0.0008,1,393, 
41240,23119093042.061,119.3963202,295.2226,11.5367,3274.546,-3.2449,-0.012,-0.0158,0.0046,-0.0005,1,393, 
41240,23119093102.061,119.3965516,293.1404,12.3518,3211.386,-3.0698,-0.0126,-0.0115,0.0064,0.0001,1,393, 
41240,23119093112.186,119.3966688,292.0514,12.7601,3180.771,-2.9772,-0.0105,-0.0044,0.0079,0.0001,1,393, 
41240,23119093122.186,119.3967846,290.9603,13.1679,3151.465,-2.8831,0.0004,0.0142,0.0056,-0.0001,1,393, 
41240,23119093137.16,119.3969579,289.2564,13.72,3109.384,-2.7364,-0.0064,-0.002,0.0048,0,1,393, 
41240,23119093152.16,119.3971315,287.4899,14.2479,3069.48,-2.5831,-0.0172,-0.0234,0.0058,0.0001,1,393, 
41240,23119093202.16,119.3972472,286.2948,14.6046,3044.174,-2.4775,-0.0115,-0.0205,0.0058,0.0001,1,393, 
41240,23119093212.235,119.3973638,285.0623,14.9568,3019.76,-2.3682,-0.0096,-0.0138,0.0045,0,1,393, 
41240,23119093227.16,119.3975366,283.1915,15.4493,2985.654,-2.2012,-0.007,-0.011,0.0052,0,1,393, 
41240,23119093242.085,119.3977093,281.2677,15.9181,2954.086,-2.0281,-0.0055,-0.0029,0.0061,0,1,393, 
41240,23119093302.085,119.3979408,278.6124,16.4907,2915.91,-1.7875,-0.003,0.0029,0.0027,-0.0001,1,393, 
41240,23119093312.085,119.3980565,277.2504,16.7474,2898.655,-1.6635,-0.0043,-0.0002,0.004,-0.0001,1,393, 
41240,23119093327.085,119.3982302,275.1746,17.1051,2875.125,-1.4732,-0.0024,-0.0003,0.0051,0,1,393, 
41240,23119093337.086,119.3983459,273.766,17.322,2861.039,-1.3439,-0.0027,0.0006,0.0073,-0.0001,1,393, 
36508,23119095148.181,119.4109743,9.8628,15.983,1842.477,-6.4166,0.0128,-0.0041,-0.0098,-0.0001,1,393, 
36508,23119095158.181,119.4110901,10.2361,17.1856,1778.527,-6.3722,0.0105,0.0013,-0.0112,0.0001,1,393, 
36508,23119095210.331,119.4112307,10.7152,18.7314,1701.473,-6.3106,-0.0064,0.0035,-0.0071,0.0001,1,393, 
36508,23119095225.056,119.4114011,11.3741,20.7534,1609.18,-6.2223,-0.0191,0.0067,-0.007,-0.0001,1,393, 
36508,23119095235.331,119.41152,11.8859,22.2761,1545.611,-6.1499,-0.0299,0.012,-0.0059,0.0001,1,393, 
36508,23119095250.055,119.4116905,12.7378,24.6232,1455.925,-6.0282,-0.0236,0.006,-0.0083,-0.0001,1,393, 
36508,23119095305.256,119.4118664,13.7574,27.3058,1365.427,-5.8749,-0.0224,0.0055,0.0017,0,1,393, 
36508,23119095325.179,119.412097,15.3899,31.2815,1250.801,-5.6196,-0.0242,0.0011,-0.0073,0,1,393, 
36508,23119095335.155,119.4122124,16.3842,33.5033,1195.509,-5.4629,-0.0191,0.0002,-0.0036,-0.0003,1,393, 
36508,23119095350.154,119.412386,18.1612,37.1813,1115.613,-5.1807,-0.0182,0.0047,-0.0047,0.0001,1,393, 
36508,23119095400.154,119.4125018,19.5889,39.8725,1064.899,-4.9569,-0.0247,0.003,-0.0048,-0.0003,1,393, 
36508,23119095410.153,119.4126175,21.2746,42.782,1016.595,-4.6984,-0.0376,0.0092,-0.0084,-0.0001,1,393, 
39086,23119101241.185,119.4254767,338.9076,3.5791,2904.964,-1.2318,0.0058,-0.0441,-0.0074,-0.0015,1,393, 
39086,23119101253.185,119.4256156,337.1459,3.7795,2891.384,-1.0327,0.0115,0.0182,-0.0047,0.0002,1,393, 
39086,23119101305.185,119.4257545,335.347,3.9111,2880.185,-0.8333,-0.0037,0.0357,-0.006,-0.0004,1,393, 
39086,23119101315.185,119.4258702,333.8384,3.9413,2872.697,-0.6647,-0.0157,-0.0104,-0.006,-0.0002,1,393, 
39086,23119101325.185,119.4259859,332.3322,3.9893,2866.899,-0.4951,-0.0179,-0.0214,-0.0064,-0.0003,1,393, 
39086,23119101350.185,119.4262753,328.5647,4.0572,2859.86,-0.0677,-0.0053,-0.0235,-0.0103,-0.0002,1,393, 
39086,23119101400.185,119.426391,327.0496,4.0799,2860.046,0.104,-0.0054,0.0025,-0.007,0,1,393, 
39086,23119101410.185,119.4265068,325.5397,4.071,2861.943,0.2752,-0.0014,0.0147,-0.0062,0,1,393, 
39086,23119101430.185,119.4267383,322.5235,3.9799,2870.857,0.6156,-0.001,0.0192,-0.006,0,1,393, 
41335,23119101439.255,119.4268432,274.1841,48.1995,1041.786,1.0559,-0.0164,-0.0291,0.0002,0.0001,1,393, 
39086,23119101440.185,119.426854,321.0253,3.906,2877.857,0.7842,-0.0002,0.0193,-0.0064,0,1,393, 
41335,23119101449.254,119.426959,280.0629,47.2763,1054.645,1.5134,-0.0175,-0.0181,-0.0001,-0.0001,1,393, 
39086,23119101455.185,119.4270276,318.7962,3.7588,2891.501,1.0342,0.0023,0.0151,-0.0055,0,1,393, 
39086,23119101510.185,119.4272012,316.5898,3.5928,2908.865,1.28,0.0023,0.0294,-0.0035,0.0001,1,393, 
41335,23119101510.254,119.427202,291.0881,44.5056,1095.992,2.4068,-0.0149,-0.0052,0.0003,0,1,393, 
39086,23119101525.185,119.4273748,314.412,3.3884,2929.875,1.5204,0.0002,0.0411,-0.0031,0,1,393, 
41335,23119101525.254,119.4273756,297.7434,42.064,1136.434,2.975,-0.0167,-0.0074,-0.0002,0,1,393, 
41335,23119101535.254,119.4274914,301.6351,40.3251,1167.926,3.3184,-0.0193,-0.0088,0.0002,-0.0001,1,393, 
41335,23119101545.254,119.4276071,305.1326,38.5473,1202.707,3.6328,-0.0188,-0.0077,-0.0025,-0.0008,1,393, 
41335,23119101555.254,119.4277228,308.2711,36.7606,1240.505,3.9212,-0.0168,-0.0059,0.0008,0.0003,1,393, 
39086,23119101600.185,119.4277799,309.4793,2.7649,2992.598,2.0572,-0.0015,0.051,0.0058,0.0001,1,393, 
41335,23119101605.254,119.4278386,311.0826,34.9865,1281.04,4.1818,-0.0187,-0.0061,0.0012,0,1,393, 
41335,23119101615.254,119.4279543,313.6152,33.2452,1324.061,4.4183,-0.0156,-0.0059,0.004,0.0004,1,393, 
41335,23119101630.28,119.4281282,316.9534,30.7156,1392.847,4.73,-0.0151,-0.0056,0.0012,0,1,393, 
39086,23119101635.185,119.428185,304.7905,1.9784,3073.409,2.5534,-0.0022,0.0578,0.0069,0,1,393, 
41335,23119101645.255,119.4283016,319.8158,28.3194,1465.719,4.9956,-0.0146,-0.0049,-0.0013,-0.0002,1,393, 
41335,23119101655.255,119.4284173,321.5144,26.7949,1516.471,5.1512,-0.0107,-0.0034,0.0014,-0.0001,1,393, 
41335,23119101705.256,119.4285331,323.0605,25.3282,1568.698,5.2913,-0.0099,-0.0045,-0.0013,0.0002,1,393, 
41335,23119101715.256,119.4286488,324.474,23.9207,1622.25,5.4167,-0.01,-0.0065,-0.0005,-0.0002,1,393, 
41335,23119101730.256,119.4288224,326.3811,21.9212,1704.784,5.5827,-0.0098,-0.0065,0.0067,0.0003,1,393, 
43476,23119104521.174,119.4481617,332.4439,6.2997,1970.022,-5.1253,-0.0047,-0.0139,0.004,0,1,393, 
43476,23119104531.173,119.4482775,330.8852,6.9445,1919.461,-4.9851,0.0038,0.0076,-0.001,0,1,393, 
43476,23119104541.173,119.4483932,329.224,7.5591,1870.363,-4.8329,0.0003,-0.0042,0.0005,-0.0001,1,393, 
43476,23119104551.174,119.448509,327.4705,8.1848,1822.851,-4.6675,-0.0002,-0.0061,0.0066,0.0001,1,393, 
43476,23119104601.173,119.4486247,325.6178,8.8144,1777.057,-4.4889,-0.0002,-0.0028,0.0021,-0.0001,1,393, 
43476,23119104611.172,119.4487404,323.6623,9.4387,1733.125,-4.2951,0.0017,-0.0009,-0.0016,0.0002,1,393, 
43476,23119104621.174,119.4488562,321.5956,10.0516,1691.199,-4.0863,0.002,-0.0031,0.0014,-0.0001,1,393, 
43476,23119104631.173,119.4489719,319.4137,10.6544,1651.456,-3.8606,-0.001,-0.004,0.0041,0.0004,1,393, 
43476,23119104641.172,119.4490876,317.1209,11.2416,1614.043,-3.619,0.0001,-0.0047,0.0013,0,1,393, 
43476,23119104651.172,119.4492034,314.711,11.8108,1579.138,-3.3592,0.0011,-0.0023,0.0036,0.0005,1,393, 
43477,23119104654.439,119.4492412,319.2267,10.6074,1654.061,-3.834,-0.0002,-0.01,-0.0028,0.0005,1,393, 
43476,23119104701.173,119.4493191,312.1856,12.355,1546.911,-3.0827,0.0034,0.0019,0.0062,0,1,393, 
43477,23119104704.439,119.4493569,316.9338,11.19,1616.918,-3.5915,0.0037,-0.0095,-0.0015,0.0001,1,393, 
43476,23119104711.172,119.4494349,309.5456,12.8596,1517.541,-2.7886,0.0055,-0.0002,0.0039,0,1,393, 
43477,23119104715.439,119.4494842,314.2722,11.8046,1578.972,-3.3044,0.0022,-0.0102,0.0003,0.0002,1,393, 
43476,23119104721.172,119.4495506,306.789,13.326,1491.199,-2.4773,0.0024,-0.0007,0.0046,0,1,393, 
43477,23119104730.438,119.4496578,310.421,12.5887,1532.546,-2.8794,0.0025,-0.0091,-0.0009,0,1,393, 
43476,23119104731.173,119.4496664,303.9294,13.7445,1468.05,-2.1496,0.0012,-0.0022,0.0063,0.0002,1,393, 
43477,23119104740.438,119.4497736,307.7151,13.067,1505.262,-2.5747,0.0043,-0.0073,-0.0013,-0.0001,1,393, 
43476,23119104741.172,119.4497821,300.9728,14.1081,1448.251,-1.8074,-0.0015,-0.0049,0.0035,0.0001,1,393, 
43477,23119104750.439,119.4498893,304.8998,13.5054,1481.111,-2.2531,0.0029,-0.0013,0.003,0.0003,1,393, 
43477,23119104800.438,119.4500051,301.9852,13.892,1460.248,-1.9167,-0.0004,0.0041,0.002,0.0004,1,393, 
43477,23119104810.438,119.4501208,298.9862,14.2155,1442.818,-1.5667,-0.0003,0.004,0.0023,0.0002,1,393, 
43477,23119104820.439,119.4502366,295.9108,14.4702,1428.95,-1.2047,-0.0018,-0.0014,0.0042,0.0003,1,393, 
43477,23119104830.438,119.4503523,292.7767,14.6551,1418.751,-0.8337,-0.0033,-0.0076,0.0049,0.0001,1,393, 
43477,23119104845.33,119.4505247,288.0368,14.8012,1410.525,-0.2692,-0.0055,-0.0102,0.0061,0.0002,1,393, 
43477,23119104855.33,119.4506404,284.8338,14.8083,1409.74,0.1128,-0.0064,-0.0084,0.0046,0,1,393, 
43477,23119104905.28,119.4507556,281.6528,14.738,1412.754,0.4925,-0.0072,-0.0081,0.0057,0.0001,1,393, 
43477,23119104915.33,119.4508719,278.4648,14.5922,1419.613,0.8717,-0.0089,-0.0071,0.0067,0.0002,1,393, 
43477,23119104930.33,119.4510455,273.7977,14.2398,1436.851,1.4236,-0.0088,-0.0062,0.0065,0,1,393, 
36508,23119112915.176,119.4786479,347.4208,5.0083,2635.906,-5.4752,0.0103,-0.0071,-0.0009,0.0006,1,393, 
36508,23119112925.176,119.4787636,346.4488,5.6205,2581.508,-5.4033,0.0109,0.006,-0.0006,-0.0003,1,393, 
36508,23119112935.175,119.4788793,345.4249,6.2328,2527.863,-5.3248,0.0052,0.0122,-0.0069,0.0001,1,393, 
36508,23119112945.175,119.4789951,344.3485,6.8355,2475.031,-5.2409,-0.0046,0.0017,-0.0041,0.0002,1,393, 
36508,23119112955.176,119.4791108,343.2371,7.4571,2423.065,-5.1514,0.0015,0.0036,0.0013,-0.0003,1,393, 
36508,23119113005.177,119.4792266,342.0636,8.0825,2372.023,-5.0549,-0.0006,0.0031,-0.001,-0.0002,1,393, 
36508,23119113015.175,119.4793423,340.8328,8.7077,2321.994,-4.9512,-0.0036,-0.0028,-0.0041,0.0001,1,393, 
36508,23119113025.174,119.479458,339.5459,9.3389,2273.03,-4.8404,-0.0028,-0.0075,-0.0074,0.0001,1,393, 
36508,23119113035.175,119.4795738,338.1991,9.9815,2225.208,-4.7217,0.0012,-0.0047,-0.0059,0.0002,1,393, 
36508,23119113045.174,119.4796895,336.7836,10.6216,2178.618,-4.5951,0.0023,-0.0068,-0.0096,-0.0002,1,393, 
36508,23119113055.174,119.4798053,335.2959,11.2662,2133.344,-4.459,0.0006,-0.0055,-0.006,0.0001,1,393, 
36508,23119113105.175,119.479921,333.737,11.9096,2089.472,-4.3139,0.0001,-0.0049,-0.0002,0.0001,1,393, 
36508,23119113115.174,119.4800367,332.1016,12.5476,2047.097,-4.159,-0.0019,-0.0068,-0.0053,0.0001,1,393, 
36508,23119113125.173,119.4801525,330.3868,13.1818,2006.325,-3.9939,-0.0052,-0.0076,-0.0062,0.0002,1,393, 
36508,23119113135.175,119.4802682,328.5956,13.8102,1967.251,-3.8187,-0.004,-0.0067,-0.0005,-0.0003,1,393, 
41335,23119115540.284,119.496994,284.2935,7.842,2559.907,0.3796,-0.0089,-0.0014,0.0058,-0.0003,1,393, 
41335,23119115552.284,119.4971329,286.3345,7.7799,2565.727,0.59,-0.0039,0.0033,0.0033,-0.0003,1,393, 
41335,23119115602.284,119.4972487,288.0246,7.704,2572.501,0.7641,-0.0017,0.0061,0.0031,-0.0002,1,393, 
41335,23119115617.284,119.4974223,290.5364,7.5268,2585.904,1.022,-0.0013,-0.0146,0.0038,0,1,393, 
41335,23119115627.284,119.497538,292.1929,7.3983,2596.97,1.191,-0.0023,-0.0138,0.0028,-0.0001,1,393, 
41335,23119115642.284,119.4977116,294.6483,7.1661,2616.711,1.4399,-0.0028,-0.0163,0.004,0,1,393, 
41335,23119115652.284,119.4978274,296.2631,6.9904,2631.926,1.6022,-0.0024,-0.0161,0.0059,0,1,393, 
41335,23119115712.284,119.4980588,299.4302,6.6006,2667.14,1.917,-0.0017,-0.0024,0.0047,-0.0001,1,393, 
41335,23119115722.284,119.4981746,300.9792,6.374,2687.072,2.069,-0.0017,-0.0032,0.0023,-0.0002,1,393, 
41335,23119115737.284,119.4983482,303.2555,6.0031,2719.779,2.2904,-0.0027,-0.0076,0.002,0.0001,1,393, 
41335,23119115802.284,119.4986375,306.9189,5.3222,2781.448,2.6389,-0.0038,-0.0113,0.0026,0,1,393, 
41335,23119115817.284,119.4988112,309.0365,4.8865,2822.516,2.8354,-0.0024,-0.0055,-0.0002,-0.0002,1,393, 
41335,23119115827.285,119.4989269,310.4132,4.586,2851.503,2.9614,-0.0012,0.0012,-0.0054,-0.0001,1,393, 
41335,23119115842.285,119.4991005,312.4241,4.1103,2897.295,3.1424,0.0002,0.0035,-0.0047,0,1,393, 
41335,23119115902.285,119.499332,315.0027,3.447,2962.436,3.3689,0,0.0057,-0.0038,0,1,393, 
27944,23119134558.254,119.5735909,6.8821,41.3406,980.1238,4.6489,-0.0389,0.0452,-0.0086,-0.0007,1,393, 
27944,23119134608.253,119.5737066,4.5625,38.4727,1028.108,4.9395,-0.003,0.01,-0.0013,-0.0002,1,393, 
27944,23119134619.254,119.573834,2.4057,35.5663,1083.993,5.2133,0.0066,0.0021,-0.004,-0.0001,1,393, 
27944,23119134629.254,119.5739497,0.7,33.1457,1137.217,5.4263,-0.0311,0.0233,-0.0063,-0.0003,1,393, 
27944,23119134639.255,119.5740655,359.2937,30.8647,1192.429,5.6106,-0.0156,0.0109,-0.0092,-0.0002,1,393, 
27944,23119134649.254,119.5741812,358.0862,28.7447,1249.353,5.7699,0.0075,-0.0018,-0.0028,-0.0001,1,393, 
27944,23119134659.254,119.5742969,357.0104,26.7825,1307.761,5.9079,0.0093,-0.0039,-0.0017,-0.0001,1,393, 
27944,23119134709.255,119.5744127,356.0477,24.9563,1367.455,6.0278,-0.0039,-0.004,-0.0074,-0.0001,1,393, 
27944,23119134719.255,119.5745284,355.2077,23.2447,1428.271,6.1322,-0.0047,-0.0113,-0.0041,0,1,393, 
27944,23119134729.256,119.5746442,354.4674,21.6523,1490.06,6.2232,0.0017,-0.0091,-0.0088,-0.0001,1,393, 
27944,23119134744.256,119.5748178,353.4948,19.4408,1584.308,6.339,0.0064,-0.0119,-0.0051,0.0002,1,393, 
27944,23119134759.256,119.5749914,352.6484,17.4276,1680.127,6.4338,-0.0028,-0.0078,-0.0039,0,1,393, 
27944,23119134809.256,119.5751071,352.1592,16.177,1744.746,6.4878,0.0009,-0.0065,0.0023,0.0002,1,393, 
27944,23119134819.256,119.5752229,351.7001,14.9924,1809.863,6.535,-0.009,-0.0051,0.0007,-0.0001,1,393, 
27944,23119134829.256,119.5753386,351.2856,13.8688,1875.429,6.5769,-0.0135,-0.0026,0.0024,0,1,393, 
39086,23119164333.08,119.6969106,17.8579,27.963,1446.215,4.2748,-0.0209,-0.0018,-0.0012,0.0003,1,393, 
39086,23119164343.08,119.6970264,15.6079,26.6403,1490.043,4.488,-0.0196,-0.0039,-0.0028,0,1,393, 
39086,23119164354.081,119.6971537,13.3413,25.2109,1540.606,4.7014,-0.0198,-0.0044,-0.0056,0.0002,1,393, 
